,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,aging,gas,Py,provided_data_type,in_reference_data_location,reference,url
426,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,4390000.0,,0,,1.0,0.0,330.0,1349.88608133148,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
427,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,4870000.0,,0,,1.0,0.0,330.0,1419.6496821153,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
428,3,56,5,6,25.0,,55.0,1.2,,,,308.0,,,530000.0,,0,,1.0,0.0,330.0,1153.63853017922,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
429,3,56,5,6,25.0,,55.0,1.2,,,,308.0,,,1050000.0,,0,,1.0,0.0,330.0,1066.24206927226,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
430,3,56,5,6,25.0,,55.0,1.2,,,,308.0,,,1510000.0,,0,,1.0,0.0,330.0,1041.47409222834,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
431,3,56,5,6,25.0,,55.0,1.2,,,,308.0,,,2020000.0,,0,,1.0,0.0,330.0,1045.79619783089,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
432,3,56,5,6,25.0,,55.0,1.2,,,,308.0,,,2470000.0,,0,,1.0,0.0,330.0,1093.2883721423,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
433,3,56,5,6,25.0,,55.0,1.2,,,,308.0,,,3000000.0,,0,,1.0,0.0,330.0,1183.12692528431,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
434,3,56,5,6,25.0,,55.0,1.2,,,,308.0,,,3500000.0,,0,,1.0,0.0,330.0,1282.15259355065,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
435,3,56,5,6,25.0,,55.0,1.2,,,,308.0,,,3970000.0,,0,,1.0,0.0,330.0,1395.76219205953,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
436,3,56,5,6,25.0,,55.0,1.2,,,,308.0,,,4460000.0,,0,,1.0,0.0,330.0,1496.07370981985,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
437,3,56,5,6,25.0,,55.0,1.2,,,,308.0,,,4950000.0,,0,,1.0,0.0,330.0,1587.5051254332,permeability,fig S5f,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
532,1,58,1,10,0.0,,60.0,0.38,,,,298.0,500000.0,100000.0,400000.0,,0,,,0.0,330.0,57.3,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
533,3,60,1,12,5.0,,54.485,0.38,,,,298.0,500000.0,100000.0,400000.0,,0,,,0.0,330.0,88.09,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
534,3,61,1,12,10.0,,35.93,0.38,,,,298.0,500000.0,100000.0,400000.0,,0,,,0.0,330.0,116.11,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
535,3,62,1,12,15.0,,45.485,0.38,,,,298.0,500000.0,100000.0,400000.0,,0,,,0.0,330.0,124.19,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
540,1,58,1,10,0.0,,60.0,0.38,,,,298.0,300000.0,100000.0,200000.0,,0,,,0.0,330.0,45.8210645526613,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
541,3,60,1,12,5.0,,54.485,0.38,,,,298.0,300000.0,100000.0,200000.0,,0,,,0.0,330.0,53.1143827859569,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
542,3,61,1,12,10.0,,35.93,0.38,,,,298.0,300000.0,100000.0,200000.0,,0,,,0.0,330.0,71.6647791619478,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
543,3,62,1,12,15.0,,45.485,0.38,,,,298.0,300000.0,100000.0,200000.0,,0,,,0.0,330.0,75.9456398640996,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
548,1,58,1,10,0.0,,70.3135,0.38,,,,298.0,700000.0,100000.0,600000.0,,0,,,0.0,330.0,80.7021517553794,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
549,3,60,1,12,5.0,,54.485,0.38,,,,298.0,700000.0,100000.0,600000.0,,0,,,0.0,330.0,97.5084937712344,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
550,3,61,1,12,10.0,,35.93,0.38,,,,298.0,700000.0,100000.0,600000.0,,0,,,0.0,330.0,129.377123442808,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
551,3,62,1,12,15.0,,45.485,0.38,,,,298.0,700000.0,100000.0,600000.0,,0,,,0.0,330.0,138.41449603624,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
574,1,76,1,8,0.0,,46.8,0.6499999999999999,,,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,330.0,7.225352,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
575,3,77,1,17,10.0,,24.125,0.6499999999999999,,,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,330.0,13.1831,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
576,3,77,1,17,20.0,,24.125,0.6499999999999999,,,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,330.0,18.33803,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
577,3,77,1,17,30.0,,24.125,0.6499999999999999,,,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,330.0,25.85915,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
582,1,76,1,8,0.0,,30.75,0.6499999999999999,,,,308.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,330.0,7.909836066,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
583,1,76,1,8,0.0,,30.75,0.6499999999999999,,,,318.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,330.0,9.754098361,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
584,1,76,1,8,0.0,,30.75,0.6499999999999999,,,,328.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,330.0,11.2295082,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
585,1,76,1,8,0.0,,30.75,0.6499999999999999,,,,338.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,330.0,12.82786885,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
590,3,77,1,17,10.0,,24.125,0.6499999999999999,,,,308.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,330.0,13.97540984,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
591,3,77,1,17,10.0,,24.125,0.6499999999999999,,,,318.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,330.0,15.94262295,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
592,3,77,1,17,10.0,,24.125,0.6499999999999999,,,,328.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,330.0,18.68852459,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
593,3,77,1,17,10.0,,24.125,0.6499999999999999,,,,338.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,330.0,20.45081967,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
607,1,80,1,8,0.0,,50.0,0.6533333333333333,,,,303.0,,,690000.0,,0,,,0.0,330.0,143.9,permeability,table 4,AHMAD MZ et al 2021 / QIU W et al 2013,https://doi.org/10.1016/j.seppur.2020.117582
609,1,80,1,8,0.0,,50.0,0.38,,,,303.0,,,100000.0,,0,,,0.0,330.0,134.0,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
611,3,81,1,19,10.0,,46.47125,0.38,,,,303.0,,,100000.0,,0,,,0.0,330.0,202.1,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
613,3,81,1,19,20.0,,46.47125,0.38,,,,303.0,,,100000.0,,0,,,0.0,330.0,365.0,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
723,1,90,6,8,0.0,,,,,,,303.0,,,100000.0,,340,,,0.0,330.0,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
727,3,91,6,18,5.0,,1.0,0.5646666666666665,,,,303.0,,,100000.0,,340,,,0.0,330.0,1.2530558794349,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
731,3,91,6,18,10.0,,,,,,,303.0,,,100000.0,,340,,,0.0,330.0,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
758,3,92,1,20,10.0,,15.0,0.394,,,2.01,298.0,,,100000.0,50.0,364,50.0,,0.0,330.0,10.4784079131195,permeability,fig 8,LI W et al 2022,https://doi.org/10.1016/j.memsci.2021.120021
28,1,1,1,1,0.0,,50.0,1.2,,411.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,346.0,37.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
29,1,2,1,1,0.0,,50.0,1.2,,219.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,346.0,22.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
30,1,3,1,1,0.0,,50.0,1.2,,63.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,346.0,14.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
31,1,4,1,1,0.0,,50.0,1.2,,53.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,346.0,4.8,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
32,1,5,1,2,0.0,,50.0,1.2,,367.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,346.0,35.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
33,1,6,1,2,0.0,,50.0,1.2,,83.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,346.0,8.5,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
34,1,7,1,2,0.0,,50.0,1.2,,56.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,346.0,2.6,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
35,1,8,1,2,0.0,,50.0,1.2,,41.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,346.0,0.46,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
300,1,51,1,4,0.0,,90.0,0.38,,685.0,2.14,298.0,,,100000.0,,0,,,0.0,346.0,742.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
301,1,52,1,4,0.0,,110.0,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,0.0,346.0,2200.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
302,1,52,1,4,0.0,,110.0,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,1200.0,346.0,600.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
310,1,53,1,4,0.0,,125.4,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,2117.0,346.0,665.0,permeability,table S1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
381,1,51,1,4,0.0,,90.0,0.38,,685.0,2.14,298.0,,,100000.0,,0,,,4.03483,346.0,684.4334,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
382,1,51,1,4,0.0,,90.0,0.38,,685.0,2.14,298.0,,,100000.0,,0,,,37.73106,346.0,676.9041,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
383,1,51,1,4,0.0,,90.0,0.38,,685.0,2.14,298.0,,,100000.0,,0,,,248.9525,346.0,629.6693,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
384,1,52,1,4,0.0,,110.0,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,7.024282,346.0,1589.161,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
385,1,52,1,4,0.0,,110.0,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,63.37847,346.0,1121.251,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
386,1,52,1,4,0.0,,110.0,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,576.9857,346.0,697.3034,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
387,1,54,1,4,0.0,,110.9054,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,2.796417,346.0,1173.449,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
388,1,54,1,4,0.0,,110.9054,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,27.59159,346.0,968.5745,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
389,1,54,1,4,0.0,,110.9054,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,133.1287,346.0,757.2046,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
390,1,55,1,4,0.0,,132.508,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,3.998911,346.0,877.9722,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
391,1,55,1,4,0.0,,132.508,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,29.11238,346.0,850.8013,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
392,1,55,1,4,0.0,,132.508,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,188.681,346.0,741.7683,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
36,1,1,1,1,0.0,,50.0,1.2,,411.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,364.0,9.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
37,1,2,1,1,0.0,,50.0,1.2,,219.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,364.0,5.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
38,1,3,1,1,0.0,,50.0,1.2,,63.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,364.0,2.8,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
39,1,4,1,1,0.0,,50.0,1.2,,53.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,364.0,0.9,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
40,1,5,1,2,0.0,,50.0,1.2,,367.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,364.0,7.8,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
41,1,6,1,2,0.0,,50.0,1.2,,83.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,364.0,1.5,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
42,1,7,1,2,0.0,,50.0,1.2,,56.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,364.0,0.4,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
43,1,8,1,2,0.0,,50.0,1.2,,41.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,0.0,364.0,0.06,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
108,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,,298.0,303000.0,103000.0,200000.0,4.0,0,,,0.0,364.0,3251.95274411765,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
109,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,,323.0,303000.0,103000.0,200000.0,4.0,0,,,0.0,364.0,2276.36692088235,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
110,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,,348.0,303000.0,103000.0,200000.0,4.0,0,,,0.0,364.0,1819.33572441176,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
111,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,,373.0,303000.0,103000.0,200000.0,4.0,0,,,0.0,364.0,1476.56232705882,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
112,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,,398.0,303000.0,103000.0,200000.0,4.0,0,,,0.0,364.0,1190.91782926471,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
118,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,,298.0,503000.0,103000.0,400000.0,4.0,0,,,0.0,364.0,2818.67576783784,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
119,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,,298.0,703000.0,103000.0,600000.0,4.0,0,,,0.0,364.0,2798.48468067567,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
120,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,,298.0,903000.0,103000.0,800000.0,4.0,0,,,0.0,364.0,2766.17894121621,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
121,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,,298.0,1103000.0,103000.0,1000000.0,4.0,0,,,0.0,364.0,2725.79676689189,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
291,1,51,1,4,0.0,,90.0,0.38,,685.0,2.14,298.0,,,100000.0,,0,,,0.0,364.0,280.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
292,1,52,1,4,0.0,,110.0,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,0.0,364.0,857.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
293,1,52,1,4,0.0,,110.0,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,1200.0,364.0,125.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
309,1,53,1,4,0.0,,125.4,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,2117.0,364.0,148.0,permeability,table S1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
369,1,51,1,4,0.0,,90.0,0.38,,685.0,2.14,298.0,,,100000.0,,0,,,4.015134,364.0,198.7099,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
370,1,51,1,4,0.0,,90.0,0.38,,685.0,2.14,298.0,,,100000.0,,0,,,37.79288,364.0,186.2214,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
371,1,51,1,4,0.0,,90.0,0.38,,685.0,2.14,298.0,,,100000.0,,0,,,248.4999,364.0,144.623,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
372,1,52,1,4,0.0,,110.0,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,7.001323,364.0,506.6963,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
373,1,52,1,4,0.0,,110.0,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,63.01091,364.0,285.4234,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
374,1,52,1,4,0.0,,110.0,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,346.2863,364.0,162.992,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
375,1,54,1,4,0.0,,110.9054,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,2.779788,364.0,440.4706,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
376,1,54,1,4,0.0,,110.9054,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,64.1513,364.0,215.6889,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
377,1,54,1,4,0.0,,110.9054,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,186.5054,364.0,170.977,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
378,1,55,1,4,0.0,,132.508,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,4.015134,364.0,318.3958,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
379,1,55,1,4,0.0,,132.508,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,64.1513,364.0,242.2551,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
380,1,55,1,4,0.0,,132.508,0.38,,759.0,2.14,298.0,,,100000.0,,0,,,188.1855,364.0,212.0359,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
438,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,90000.0,,0,,1.0,0.0,364.0,64.9623635008465,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
439,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,470000.0,,0,,1.0,0.0,364.0,62.2607391950835,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
440,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,960000.0,,0,,1.0,0.0,364.0,59.1709482352197,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
441,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,1450000.0,,0,,1.0,0.0,364.0,57.1810550952797,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
442,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,1950000.0,,0,,1.0,0.0,364.0,55.9461297710459,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
443,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,2430000.0,,0,,1.0,0.0,364.0,54.4444840061681,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
444,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,2910000.0,,0,,1.0,0.0,364.0,53.7657532727803,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
445,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,3410000.0,,0,,1.0,0.0,364.0,52.7804369204784,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
446,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,3890000.0,,0,,1.0,0.0,364.0,51.9225915100208,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
447,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,4320000.0,,0,,1.0,0.0,364.0,51.272400266865,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
448,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,4880000.0,,0,,1.0,0.0,364.0,49.9658174965865,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
449,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,5360000.0,,0,,1.0,0.0,364.0,49.3401488292293,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
450,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,5860000.0,,0,,1.0,0.0,364.0,48.8885303500352,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
451,1,27,5,7,0.0,,55.0,1.2,,,,308.0,,,6330000.0,,0,,1.0,0.0,364.0,47.9388031840728,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
452,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,100000.0,,0,,1.0,0.0,364.0,75.6143928214666,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
453,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,480000.0,,0,,1.0,0.0,364.0,70.410485785486,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
454,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,970000.0,,0,,1.0,0.0,364.0,67.3975901815168,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
455,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,1460000.0,,0,,1.0,0.0,364.0,65.717091685394,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
456,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,1940000.0,,0,,1.0,0.0,364.0,64.5444823381227,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
457,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,2440000.0,,0,,1.0,0.0,364.0,62.7497361574255,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
458,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,2930000.0,,0,,1.0,0.0,364.0,59.2725414835898,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
459,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,3420000.0,,0,,1.0,0.0,364.0,60.5571095152746,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
460,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,3960000.0,,0,,1.0,0.0,364.0,59.483843891373,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
461,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,4410000.0,,0,,1.0,0.0,364.0,59.0734415747587,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
462,3,57,5,6,6.0,,55.0,1.2,,,,308.0,,,4890000.0,,0,,1.0,0.0,364.0,57.9757181075633,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
