type;description;support_material;subtype;filler_loadind;previous_thickness;min_thickness;max_thickness;min_pore_size;max_pore_size;pore_volume;specific_surface_area;surface_area;temperature;feed_pressure;permeate_pressure;delta_pressure;feed_flow_rate;sweep_gas;sweep_gas_flow;stage_cut;aging;x_He;P_He;P_He;x_H2;P_H2;P_H2;x_CO2;P_CO2;P_CO2;x_O2;P_O2;P_O2;x_H2S;P_H2S;P_H2S;x_N2;P_N2;P_N2;x_CO;P_CO;P_CO;x_CH4;P_CH4;P_CH4;x_C2H6;P_C2H6;P_C2H6;x_SF6;P_SF6;P_SF6;provided_data_type ;in_reference_data_location;reference;url
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;2;none;74.7;74.7;NaN;NaN;NaN;NaN;0.58;298;200000;100000;100000;NaN;He;NaN;2;0;none;none;none;none;none;none;0.5;5430;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;622;;none;none;none;none;none;none;permeability;table S3;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
polymer;Neat PIM-1;NaN;PIM-1;0;none;74.2;74.2;NaN;NaN;NaN;NaN;0.79;293;120000;100000;20000;NaN;He;NaN;2;620;none;none;none;none;none;none;1;2688;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 1;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
polymer;Neat PIM-1;NaN;PIM-1;0;none;74.2;74.2;NaN;NaN;NaN;NaN;0.79;293;120000;100000;20000;NaN;He;NaN;2;620;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;172;;none;none;none;none;none;none;permeability;table 1;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;0.5;none;72.2;72.2;NaN;NaN;NaN;NaN;0.81;293;120000;100000;20000;NaN;He;NaN;2;620;none;none;none;none;none;none;1;3495;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 1;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;0.5;none;72.2;72.2;NaN;NaN;NaN;NaN;0.81;293;120000;100000;20000;NaN;He;NaN;2;620;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;410;;none;none;none;none;none;none;permeability;table 1;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;0.8;none;72.5;72.5;NaN;NaN;NaN;NaN;0.84;293;120000;100000;20000;NaN;He;NaN;2;620;none;none;none;none;none;none;1;3331;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;table 1;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;0.8;none;72.5;72.5;NaN;NaN;NaN;NaN;0.84;293;120000;100000;20000;NaN;He;NaN;2;620;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;278;;none;none;none;none;none;none;permeability;table 1;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;0.5;none;72.2;72.2;NaN;NaN;NaN;NaN;0.81;298;200000;100000;100000;NaN;He;NaN;2;620;none;none;none;none;none;none;0.5;4673.791822;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;364.1263941;;none;none;none;none;none;none;permeability;fig 10;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;0.5;none;72.2;72.2;NaN;NaN;NaN;NaN;0.81;298;400000;100000;300000;NaN;He;NaN;2;620;none;none;none;none;none;none;0.5;4353.159851;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;340.8921933;;none;none;none;none;none;none;permeability;fig 10;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;0.5;none;72.2;72.2;NaN;NaN;NaN;NaN;0.81;298;600000;100000;500000;NaN;He;NaN;2;620;none;none;none;none;none;none;0.5;4171.933086;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;325.5576208;;none;none;none;none;none;none;permeability;fig 10;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;0.5;none;72.2;72.2;NaN;NaN;NaN;NaN;0.81;298;800000;100000;700000;NaN;He;NaN;2;620;none;none;none;none;none;none;0.5;4088.289963;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;323.2342007;;none;none;none;none;none;none;permeability;fig 10;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;0.8;none;72.5;72.5;NaN;NaN;NaN;NaN;0.84;298;200000;100000;100000;NaN;He;NaN;2;620;none;none;none;none;none;none;0.5;4819.030374;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;346.4180238;;none;none;none;none;none;none;permeability;fig 10;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;0.8;none;72.5;72.5;NaN;NaN;NaN;NaN;0.84;298;400000;100000;300000;NaN;He;NaN;2;620;none;none;none;none;none;none;0.5;4384.713238;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;326.3287357;;none;none;none;none;none;none;permeability;fig 10;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;0.8;none;72.5;72.5;NaN;NaN;NaN;NaN;0.84;298;600000;100000;500000;NaN;He;NaN;2;620;none;none;none;none;none;none;0.5;4103.901163;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;309.8399113;;none;none;none;none;none;none;permeability;fig 10;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;BNNS/PIM-1;NaN;PIM-1/BNNS;0.8;none;72.5;72.5;NaN;NaN;NaN;NaN;0.84;298;800000;100000;700000;NaN;He;NaN;2;620;none;none;none;none;none;none;0.5;3958.529109;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;304.3953994;;none;none;none;none;none;none;permeability;fig 10;AMEEN AW et al 2021;https://doi.org/10.1016/j.memsci.2021.119527
MMM;Y-fum-fcu-MOF/6FDA-DAM ;hollow fibre;MOF/PI;18;none;5;5;0.47;0.47;NaN;NaN;NaN;308;700000;0;700000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;598.9863852;;none;none;none;0.2;389.5341832;;none;none;none;none;none;none;0.6;19.88868491;;none;none;none;none;none;none;permeability;fig 4c;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
MMM;Y-fum-fcu-MOF/6FDA-DAM ;hollow fibre;MOF/PI;18;none;5;5;0.47;0.47;NaN;NaN;NaN;308;1400000;0;1400000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;453.601614;;none;none;none;0.2;356.9313669;;none;none;none;none;none;none;0.6;16.37945815;;none;none;none;none;none;none;permeability;fig 4c;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
MMM;Y-fum-fcu-MOF/6FDA-DAM ;hollow fibre;MOF/PI;18;none;5;5;0.47;0.47;NaN;NaN;NaN;308;2000000;0;2000000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;392.0310493;;none;none;none;0.2;388.8087078;;none;none;none;none;none;none;0.6;15.95141498;;none;none;none;none;none;none;permeability;fig 4c;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
MMM;Y-fum-fcu-MOF/6FDA-DAM ;hollow fibre;MOF/PI;18;none;5;5;0.47;0.47;NaN;NaN;NaN;308;2800000;0;2800000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;362.6403205;;none;none;none;0.2;436.7516131;;none;none;none;none;none;none;0.6;16.49363143;;none;none;none;none;none;none;permeability;fig 4c;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
MMM;Y-fum-fcu-MOF/6FDA-DAM ;hollow fibre;MOF/PI;18;none;5;5;0.47;0.47;NaN;NaN;NaN;308;4100000;0;4100000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;384.4789266;;none;none;none;0.2;619.7098611;;none;none;none;none;none;none;0.6;20.17818332;;none;none;none;none;none;none;permeability;fig 4c;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
MMM;Y-fum-fcu-MOF/6FDA-DAM ;hollow fibre;MOF/PI;18;none;5;5;0.47;0.47;NaN;NaN;NaN;308;5500000;0;5500000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;486.8530002;;none;none;none;0.2;950.8676225;;none;none;none;none;none;none;0.6;28.64021546;;none;none;none;none;none;none;permeability;fig 4c;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
polymer;6FDA-DAM;hollow fibre;PI;0;none;5;5;NaN;NaN;NaN;NaN;NaN;308;690000;0;690000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;413.5;;none;none;none;0.2;258.2;;none;none;none;none;none;none;0.6;16.92191436;;none;none;none;none;none;none;permeability;suppl table 1;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
MMM;Y-fum-fcuMOF/6FDA-DAM;hollow fibre;MOF/PI;10.55;none;5;5;0.47;0.47;NaN;NaN;NaN;308;690000;0;690000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;496.3;;none;none;none;0.2;326.9;;none;none;none;none;none;none;0.6;19.83614458;;none;none;none;none;none;none;permeability;suppl table 1;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
MMM;Y-fum-fcuMOF/6FDA-DAM;hollow fibre;MOF/PI;17.8;none;5;5;0.47;0.47;NaN;NaN;NaN;308;690000;0;690000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;543.2;;none;none;none;0.2;393;;none;none;none;none;none;none;0.6;20.04710921;;none;none;none;none;none;none;permeability;suppl table 1;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
MMM;Y-fum-fcuMOF/6FDA-DAM;hollow fibre;MOF/PI;30.05;none;5;5;0.47;0.47;NaN;NaN;NaN;308;690000;0;690000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;587.9;;none;none;none;0.2;469.8;;none;none;none;none;none;none;0.6;20.03219697;;none;none;none;none;none;none;permeability;suppl table 1;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
MMM; Eu-naph-fcuMOF/6FDA-DAM;hollow fibre;MOF/PI;9.8;none;5;5;0.5;0.5;NaN;NaN;NaN;308;690000;0;690000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;432.8;;none;none;none;0.2;269.5;;none;none;none;none;none;none;0.6;16.52470588;;none;none;none;none;none;none;permeability;suppl table 1;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
MMM;Eu-naph-fcuMOF/6FDA-DAM;hollow fibre;MOF/PI;19;none;5;5;0.5;0.5;NaN;NaN;NaN;308;690000;0;690000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;460.4;;none;none;none;0.2;287.4;;none;none;none;none;none;none;0.6;15.19918699;;none;none;none;none;none;none;permeability;suppl table 1;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
polymer;6FDA-DAM-DABA;hollow fibre;PI;0;none;5;5;NaN;NaN;NaN;NaN;NaN;308;690000;0;690000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;95.6;;none;none;none;0.2;42.4;;none;none;none;none;none;none;0.6;2.646833013;;none;none;none;none;none;none;permeability;suppl table 1;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
MMM;Y-fum-fcuMOF/6FDA-DAM-DABA;hollow fibre;MOF/PI;9.9;none;5;5;0.47;0.47;NaN;NaN;NaN;308;690000;0;690000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;135;;none;none;none;0.2;61.1;;none;none;none;none;none;none;0.6;3.489323843;;none;none;none;none;none;none;permeability;suppl table 1;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
MMM;Y-fum-fcuMOF/6FDA-DAM-DABA;hollow fibre;MOF/PI;17.7;none;5;5;0.47;0.47;NaN;NaN;NaN;308;690000;0;690000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.2;158.6;;none;none;none;0.2;67.3;;none;none;none;none;none;none;0.6;3.417549168;;none;none;none;none;none;none;permeability;suppl table 1;LIU G et al 2018;https://doi.org/10.1038/s41563-017-0013-1
polymer;PIM-6FDA-OH;NaN;glassy;none;none;NaN;NaN;NaN;NaN;NaN;NaN;NaN;308;3450000;0;3450000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.15;54.7;;none;none;none;0.15;36;;none;none;none;none;none;none;0.7;1.967462039;;none;none;none;none;none;none;permeability;suppl table 2;LIU G et al 2018 / Yi S et al 2015;https://doi.org/10.1038/s41563-017-0013-1
polymer;Crosslinked 6FDA-DAMDABA ;NaN;glassy;none;none;NaN;NaN;NaN;NaN;NaN;NaN;NaN;308;4830000;0;4830000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2;46.2;;none;none;none;0.2;33.5;;none;none;none;none;none;none;0.6;1.484171322;;none;none;none;none;none;none;permeability;suppl table 2;LIU G et al 2018 / KRAFTSCHIK B and KOROS WJ 2013;https://doi.org/10.1038/s41563-017-0013-1
polymer;Crosslinked 6FDA-DAMDABA;NaN;glassy;none;none;NaN;NaN;NaN;NaN;NaN;NaN;NaN;308;4830000;0;4830000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2;54.6;;none;none;none;0.2;38.2;;none;none;none;none;none;none;0.6;1.945492662;;none;none;none;none;none;none;permeability;suppl table 2;LIU G et al 2018 / KRAFTSCHIK B and KOROS WJ 2013;https://doi.org/10.1038/s41563-017-0013-1
polymer;CA ;NaN;glassy;none;none;NaN;NaN;NaN;NaN;NaN;NaN;NaN;308;3450000;0;3450000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2;8.66;;none;none;none;0.2;8.71;;none;none;none;none;none;none;0.6;0.293412162;;none;none;none;none;none;none;permeability;suppl table 2;LIU G et al 2018 / ACHOUNDONG CSK et al 2013;https://doi.org/10.1038/s41563-017-0013-1
polymer;CA ;NaN;glassy;none;none;NaN;NaN;NaN;NaN;NaN;NaN;NaN;308;4830000;0;4830000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2;27.5;;none;none;none;0.2;39.7;;none;none;none;none;none;none;0.6;1.44516129;;none;none;none;none;none;none;permeability;suppl table 2;LIU G et al 2018 / ACHOUNDONG CSK et al 2013;https://doi.org/10.1038/s41563-017-0013-1
polymer;6F-PAI-1;NaN;glassy;none;none;NaN;NaN;NaN;NaN;NaN;NaN;NaN;308;6330000;0;6330000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.1;8.1;;none;none;none;0.2;4.2;;none;none;none;none;none;none;0.7;0.286046512;;none;none;none;none;none;none;permeability;suppl table 2;LIU G et al 2018 / VAUGHN JT and KOROS WJ 2014;https://doi.org/10.1038/s41563-017-0013-1
polymer;PIM-1; aluminium discs;PIM-1;0;none;40;40;NaN;NaN;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;0.5;6400;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;330;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
polymer;PIM-1; aluminium discs;PIM-1;0;none;40;40;NaN;NaN;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;35;NaN;NaN;NaN;NaN;NaN;NaN;0.5;4100;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;200;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
polymer;PIM-1; aluminium discs;PIM-1;0;none;40;40;NaN;NaN;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;63;NaN;NaN;NaN;NaN;NaN;NaN;0.5;3500;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;150;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
polymer;PIM-1; aluminium discs;PIM-1;0;none;40;40;NaN;NaN;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;92;NaN;NaN;NaN;NaN;NaN;NaN;0.5;2900;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;130;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
polymer;PIM-1; aluminium discs;PIM-1;0;none;40;40;NaN;NaN;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;128;NaN;NaN;NaN;NaN;NaN;NaN;0.5;2400;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;100;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
polymer;PIM-1; aluminium discs;PIM-1;0;none;40;40;NaN;NaN;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;155;NaN;NaN;NaN;NaN;NaN;NaN;0.5;2000;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;70;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.01GO-ODA; aluminium discs;GO/PIM-1;0.03;none;52;52;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;0.5;6100;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;440;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.01GO-ODA; aluminium discs;GO/PIM-1;0.03;none;52;52;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;35;NaN;NaN;NaN;NaN;NaN;NaN;0.5;4100;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;190;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.01GO-ODA; aluminium discs;GO/PIM-1;0.03;none;52;52;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;63;NaN;NaN;NaN;NaN;NaN;NaN;0.5;3600;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;160;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.01GO-ODA; aluminium discs;GO/PIM-1;0.03;none;52;52;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;92;NaN;NaN;NaN;NaN;NaN;NaN;0.5;3300;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;130;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.01GO-ODA; aluminium discs;GO/PIM-1;0.03;none;52;52;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;128;NaN;NaN;NaN;NaN;NaN;NaN;0.5;3000;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;110;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.01GO-ODA; aluminium discs;GO/PIM-1;0.03;none;52;52;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;155;NaN;NaN;NaN;NaN;NaN;NaN;0.5;2700;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;110;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.05GO-ODA; aluminium discs;GO/PIM-1;0.067;none;45;45;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;0.5;5500;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;320;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.05GO-ODA; aluminium discs;GO/PIM-1;0.067;none;45;45;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;35;NaN;NaN;NaN;NaN;NaN;NaN;0.5;4100;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;220;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.05GO-ODA; aluminium discs;GO/PIM-1;0.067;none;45;45;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;63;NaN;NaN;NaN;NaN;NaN;NaN;0.5;3600;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;160;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.05GO-ODA; aluminium discs;GO/PIM-1;0.067;none;45;45;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;92;NaN;NaN;NaN;NaN;NaN;NaN;0.5;3500;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;170;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.05GO-ODA; aluminium discs;GO/PIM-1;0.067;none;45;45;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;128;NaN;NaN;NaN;NaN;NaN;NaN;0.5;3300;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;150;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.05GO-ODA; aluminium discs;GO/PIM-1;0.067;none;45;45;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;155;NaN;NaN;NaN;NaN;NaN;NaN;0.5;3000;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;130;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.1GO-ODA; aluminium discs;GO/PIM-1;0.14;none;52;52;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;0.5;4800;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;250;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.1GO-ODA; aluminium discs;GO/PIM-1;0.14;none;52;52;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;35;NaN;NaN;NaN;NaN;NaN;NaN;0.5;4300;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;210;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.1GO-ODA; aluminium discs;GO/PIM-1;0.14;none;52;52;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;63;NaN;NaN;NaN;NaN;NaN;NaN;0.5;3800;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;170;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.1GO-ODA; aluminium discs;GO/PIM-1;0.14;none;52;52;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;92;NaN;NaN;NaN;NaN;NaN;NaN;0.5;3000;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;120;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.1GO-ODA; aluminium discs;GO/PIM-1;0.14;none;52;52;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;128;NaN;NaN;NaN;NaN;NaN;NaN;0.5;2500;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;90;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.1GO-ODA; aluminium discs;GO/PIM-1;0.14;none;52;52;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;155;NaN;NaN;NaN;NaN;NaN;NaN;0.5;2000;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;80;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.25GO-ODA; aluminium discs;GO/PIM-1;0.22;none;51;51;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;0.5;4500;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;250;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.25GO-ODA; aluminium discs;GO/PIM-1;0.22;none;51;51;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;35;NaN;NaN;NaN;NaN;NaN;NaN;0.5;3400;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;160;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.25GO-ODA; aluminium discs;GO/PIM-1;0.22;none;51;51;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;63;NaN;NaN;NaN;NaN;NaN;NaN;0.5;2600;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;120;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.25GO-ODA; aluminium discs;GO/PIM-1;0.22;none;51;51;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;92;NaN;NaN;NaN;NaN;NaN;NaN;0.5;2100;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;80;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
MMM;0.25GO-ODA; aluminium discs;GO/PIM-1;0.22;none;51;51;370;370;NaN;NaN;0.325;298;300000;100000;200000;50;He;25;NaN;128;NaN;NaN;NaN;NaN;NaN;NaN;0.5;1900;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;70;;none;none;none;none;none;none;permeability;table S1a and table S2a;ALBERTO M et al 2018;https://doi.org/10.1016/j.memsci.2018.06.026
