type;description;support_material;subtype;filler_loadind;previous_thickness;min_thickness;max_thickness;min_pore_size;max_pore_size;pore_volume;specific_surface_area;surface_area;temperature;feed_pressure;permeate_pressure;delta_pressure;feed_flow_rate;sweep_gas;sweep_gas_flow;stage_cut;aging;x_He;P_He;P_He;x_H2;P_H2;P_H2;x_CO2;P_CO2;P_CO2;x_O2;P_O2;P_O2;x_H2S;P_H2S;P_H2S;x_N2;P_N2;P_N2;x_CO;P_CO;P_CO;x_CH4;P_CH4;P_CH4;x_C2H6;P_C2H6;P_C2H6;x_SF6;P_SF6;P_SF6;provided_data_type ;in_reference_data_location;reference;url
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;510000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1329.162974;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;98.35138021;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1050000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1173.1638;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;90.94640858;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2020000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1081.499528;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;99.2103122;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2850000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1077.966012;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;108.7552701;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3530000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1292.854238;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;137.1989409;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;4700000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1476.57817;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;166.4298258;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;240000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;2066.24326;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;127.7945475;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;630000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1791.753276;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;109.6581346;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1000000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1669.721786;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;110.8642432;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1660000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1517.469212;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;102.4448524;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2050000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1484.804266;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;102.3358157;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3000000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1371.586213;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;95.40454036;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;4030000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1325.502035;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;88.63297955;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;5250000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;0.5;1265.316608;;none;none;none;none;none;none;none;none;none;none;none;none;0.5;87.59593591;;none;none;none;none;none;none;permeability;fig S16;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;480000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;816.3036675;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;970000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;741.1786859;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1460000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;751.9766485;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1940000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;814.8350489;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2430000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;895.3174456;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2930000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;999.2602852;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3400000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1104.189254;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3900000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1206.463036;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;4390000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1298.184099;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;4870000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1380.394115;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;480000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;942.9100162;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;970000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;880.3434751;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1460000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;896.2782606;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1950000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;952.9354696;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2450000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1023.845834;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2920000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1108.634389;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3420000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1191.785815;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3900000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1272.821688;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;4390000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1349.886081;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;4870000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1419.649682;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;530000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1153.63853;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1050000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1066.242069;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1510000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1041.474092;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2020000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1045.796198;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2470000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1093.288372;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3000000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1183.126925;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3500000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1282.152594;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3970000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1395.762192;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;4460000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1496.07371;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;25wt_Ni2(dobdc);flat sheet;MOF/PI;25;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;4950000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;1;1587.505125;;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5f;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;90000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;64.9623635;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;470000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;62.2607392;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;960000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;59.17094824;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1450000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;57.1810551;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1950000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;55.94612977;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2430000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;54.44448401;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2910000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;53.76575327;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3410000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;52.78043692;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3890000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;51.92259151;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;4320000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;51.27240027;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;4880000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;49.9658175;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;5360000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;49.34014883;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;5860000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;48.88853035;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
polymer;6FDA-DAM;flat sheet;PI;0;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;6330000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;47.93880318;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5a;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;100000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;75.61439282;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;480000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;70.41048579;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;970000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;67.39759018;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1460000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;65.71709169;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;1940000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;64.54448234;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2440000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;62.74973616;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;2930000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;59.27254148;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3420000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;60.55710952;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;3960000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;59.48384389;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;4410000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;59.07344157;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;4890000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;57.97571811;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;5360000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;56.88826651;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
MMM;6wt_Ni2(dobdc);flat sheet;MOF/PI;6;none;40;70;1.2;1.2;NaN;NaN;NaN;308;NaN;NaN;5860000;NaN;NaN;NaN;1;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;56.01285042;;none;none;none;none;none;none;none;none;none;none;none;none;permeability;fig S5d;BACHMAN et al 2016;https://doi.org/10.1038/nmat4621
