,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,aging,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,gas,Py,provided_data_type,in_reference_data_location,reference,url
963,zeolite,one-side modified,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,773.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,5.02350991610763,permeance,fig 10,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
964,zeolite,one-side modified,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,673.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,3.9236493719408,permeance,fig 10,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
965,zeolite,one-side modified,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,624.0,0.0,,573.0,300000.0,100000.0,200000.0,100.0,364,12.0,,376.0,3.06459520355838,permeance,fig 10,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
44,polymer,PI-0.25,none,polyimides,0.0,,50.0,1.085,,411.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,380.0,6.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
45,polymer,PI-0.50,none,polyimides,0.0,,50.0,1.085,,219.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,380.0,3.0,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
46,polymer,PI-0.75,none,polyimides,0.0,,50.0,1.085,,63.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,380.0,1.5,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
47,polymer,PI-1.00,none,polyimides,0.0,,50.0,1.085,,53.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,380.0,0.44,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
48,polymer,IPI-0.25,none,ionic copolyimides,0.0,,50.0,1.085,,367.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,380.0,5.3,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
49,polymer,IPI-0.50,none,ionic copolyimides,0.0,,50.0,1.085,,83.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,380.0,0.97,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
50,polymer,IPI-0.75,none,ionic copolyimides,0.0,,50.0,1.085,,56.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,380.0,0.25,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
51,polymer,IPI-1.00,none,ionic copolyimides,0.0,,50.0,1.085,,41.0,0.0,,308.0,200000.0,1000.0,199000.0,,0,,0.5,380.0,0.03,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
113,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,0,,,380.0,197.753883088236,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
114,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,323.0,303000.0,103000.0,200000.0,4.0,0,,,380.0,180.175760147059,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
115,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,348.0,303000.0,103000.0,200000.0,4.0,0,,,380.0,171.38669867647,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
116,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,373.0,303000.0,103000.0,200000.0,4.0,0,,,380.0,166.992167941177,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
117,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,398.0,303000.0,103000.0,200000.0,4.0,0,,,380.0,162.597637205882,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
122,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,503000.0,103000.0,400000.0,4.0,0,,,380.0,197.872654189187,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
123,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,703000.0,103000.0,600000.0,4.0,0,,,380.0,197.872654189186,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
124,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,903000.0,103000.0,800000.0,4.0,0,,,380.0,197.872654189188,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
125,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,1103000.0,103000.0,1000000.0,4.0,0,,,380.0,205.949089054054,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
179,polymer,Neat PIM-1,none,PIM-1,0.0,,74.2,0.376,,722.0,620.0,0.79,293.0,120000.0,100000.0,20000.0,,260,,2.0,380.0,172.0,permeability,table 1,AMEEN AW et al 2021,https://doi.org/10.1016/j.memsci.2021.119527
181,MMM,BNNS/PIM-1,none,PIM-1/BNNS,0.5,,72.2,0.7899999999999999,,722.0,620.0,0.81,293.0,120000.0,100000.0,20000.0,,260,,2.0,380.0,410.0,permeability,table 1,AMEEN AW et al 2021,https://doi.org/10.1016/j.memsci.2021.119527
183,MMM,BNNS/PIM-1,none,PIM-1/BNNS,0.8,,72.5,0.7899999999999999,,685.0,620.0,0.84,293.0,120000.0,100000.0,20000.0,,260,,2.0,380.0,278.0,permeability,table 1,AMEEN AW et al 2021,https://doi.org/10.1016/j.memsci.2021.119527
303,polymer,untreated,none,PIM-1,0.0,,90.0,0.7899999999999999,,685.0,0.0,2.14,298.0,,,100000.0,,0,,,380.0,410.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
304,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.8899999999999999,,759.0,0.0,2.14,298.0,,,100000.0,,0,,,380.0,1150.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
305,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.383,,759.0,1200.0,2.14,298.0,,,100000.0,,0,,,380.0,159.0,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
312,polymer,EtOH_100 treaded,none,PIM-1,0.0,,125.4,0.376,,759.0,2117.0,2.14,298.0,,,100000.0,,0,,,380.0,192.0,permeability,table S1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
321,polymer,untreated,none,PIM-1,0.0,,90.0,0.376,,685.0,4.040304,2.14,298.0,,,100000.0,,0,,,380.0,305.6069,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
322,polymer,untreated,none,PIM-1,0.0,,90.0,0.376,,685.0,37.86442,2.14,298.0,,,100000.0,,0,,,380.0,268.4005,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
323,polymer,untreated,none,PIM-1,0.0,,90.0,0.376,,685.0,191.3494,2.14,298.0,,,100000.0,,0,,,380.0,207.0255,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
324,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.7899999999999999,,759.0,6.974891,2.14,298.0,,,100000.0,,0,,,380.0,710.6112,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
325,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.7899999999999999,,759.0,63.0675,2.14,298.0,,,100000.0,,0,,,380.0,403.0336,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
326,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,0.376,,759.0,345.4513,2.14,298.0,,,100000.0,,0,,,380.0,211.3128,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
327,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,0.7899999999999999,,759.0,2.799213,2.14,298.0,,,100000.0,,0,,,380.0,501.5298,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
328,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,0.7899999999999999,,759.0,27.43403,2.14,298.0,,,100000.0,,0,,,380.0,362.5327,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
329,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,0.376,,759.0,186.2796,2.14,298.0,,,100000.0,,0,,,380.0,233.3203,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
330,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,0.7899999999999999,,759.0,4.040304,2.14,298.0,,,100000.0,,0,,,380.0,522.5176,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
331,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,0.7899999999999999,,759.0,28.94764,2.14,298.0,,,100000.0,,0,,,380.0,417.0403,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
332,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,0.7899999999999999,,759.0,187.9544,2.14,298.0,,,100000.0,,0,,,380.0,310.872,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
478,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,80000.0,,0,,1.0,380.0,55.4325023368438,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
479,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,470000.0,,0,,1.0,380.0,47.9526435020941,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
480,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,960000.0,,0,,1.0,380.0,44.8042142714469,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
481,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,1450000.0,,0,,1.0,380.0,42.8801071186309,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
482,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,1940000.0,,0,,1.0,380.0,40.7286808660375,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
483,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,2430000.0,,0,,1.0,380.0,39.9082538848393,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
484,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,2920000.0,,0,,1.0,380.0,38.6979194566349,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
485,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,3410000.0,,0,,1.0,380.0,37.6082583421013,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
486,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,3900000.0,,0,,1.0,380.0,36.6459933377746,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
487,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,4380000.0,,0,,1.0,380.0,35.9577848082415,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
488,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,4870000.0,,0,,1.0,380.0,35.3976166582016,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
489,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,5350000.0,,0,,1.0,380.0,34.7239949377618,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
490,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,5840000.0,,0,,1.0,380.0,34.0983568409283,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
491,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,293.0,0.0,,308.0,,,6340000.0,,0,,1.0,380.0,33.4834674258271,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
492,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,624.0,0.0,,308.0,,,100000.0,,0,,1.0,380.0,90.5991499282908,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
493,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,470000.0,,0,,1.0,380.0,78.8080155080023,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
494,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,980000.0,,0,,1.0,380.0,71.9160670249002,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
495,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,1460000.0,,0,,1.0,380.0,66.5421133199118,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
496,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,1940000.0,,0,,1.0,380.0,63.8031119234229,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
497,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,2430000.0,,0,,1.0,380.0,61.1924926131218,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
498,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,2930000.0,,0,,1.0,380.0,60.1358322304941,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
499,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,3430000.0,,0,,1.0,380.0,58.7137623396898,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
500,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,3900000.0,,0,,1.0,380.0,57.678855574045,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
501,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,4400000.0,,0,,1.0,380.0,56.1390333408251,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
502,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,4870000.0,,0,,1.0,380.0,54.8631185195156,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
503,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,5350000.0,,0,,1.0,380.0,54.1755696979397,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
504,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,5840000.0,,0,,1.0,380.0,53.4715657693676,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
505,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,293.0,0.0,,308.0,,,6340000.0,,0,,1.0,380.0,53.0756308050454,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
506,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,759.0,0.0,,308.0,,,70000.0,,0,,1.0,380.0,382.162388129708,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
507,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,722.0,0.0,,308.0,,,480000.0,,0,,1.0,380.0,330.66113753699,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
508,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,685.0,0.0,,308.0,,,990000.0,,0,,1.0,380.0,285.452272069117,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
509,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,685.0,0.0,,308.0,,,1470000.0,,0,,1.0,380.0,257.858516926765,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
510,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,654.5,0.0,,308.0,,,1980000.0,,0,,1.0,380.0,229.635548512419,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
511,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,654.5,0.0,,308.0,,,2460000.0,,0,,1.0,380.0,206.708594077064,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
512,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,691.5,0.0,,308.0,,,2950000.0,,0,,1.0,380.0,190.220003656186,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
513,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,624.0,0.0,,308.0,,,3470000.0,,0,,1.0,380.0,177.885692011042,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
514,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,624.0,0.0,,308.0,,,3950000.0,,0,,1.0,380.0,169.528930082919,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
515,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,624.0,0.0,,308.0,,,4440000.0,,0,,1.0,380.0,162.11009787808,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
516,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,624.0,0.0,,308.0,,,4930000.0,,0,,1.0,380.0,154.664074340153,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
517,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,624.0,0.0,,308.0,,,5430000.0,,0,,1.0,380.0,148.332482081529,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
518,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,624.0,0.0,,308.0,,,5920000.0,,0,,1.0,380.0,143.100296613308,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
519,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,624.0,0.0,,308.0,,,6120000.0,,0,,1.0,380.0,140.236218235592,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
536,polymer,Pebax-1657,none,rubbery,0.0,,50.0,0.37999999999999995,,293.0,0.0,,298.0,500000.0,100000.0,400000.0,,0,,,380.0,4.21323529411765,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
537,MMM,Pebax-1657/Si-CHA 5%,none,zeolite/PEBAX,5.0,,54.485,0.38,,293.0,0.0,,298.0,500000.0,100000.0,400000.0,,0,,,380.0,4.57372793354102,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
538,MMM,Pebax-1657/Si-CHA 10%,none,zeolite/PEBAX,10.0,,35.93,0.38,,293.0,0.0,,298.0,500000.0,100000.0,400000.0,,0,,,380.0,4.98754295532646,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
539,MMM,Pebax-1657/Si-CHA 15%,none,zeolite/PEBAX,15.0,,45.485,0.38,,293.0,0.0,,298.0,500000.0,100000.0,400000.0,,0,,,380.0,9.33759398496241,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
544,polymer,Pebax-1657,none,rubbery,0.0,,50.0,0.37999999999999995,,293.0,0.0,,298.0,300000.0,100000.0,200000.0,,0,,,380.0,3.80246913580251,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
545,MMM,Pebax-1657/Si-CHA 5%,none,zeolite/PEBAX,5.0,,54.485,0.38,,293.0,0.0,,298.0,300000.0,100000.0,200000.0,,0,,,380.0,4.07182940516277,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
546,MMM,Pebax-1657/Si-CHA 10%,none,zeolite/PEBAX,10.0,,35.93,0.38,,293.0,0.0,,298.0,300000.0,100000.0,200000.0,,0,,,380.0,6.99887766554436,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
547,MMM,Pebax-1657/Si-CHA 15%,none,zeolite/PEBAX,15.0,,45.485,0.38,,293.0,0.0,,298.0,300000.0,100000.0,200000.0,,0,,,380.0,8.93827160493829,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
552,polymer,Pebax-1657,none,rubbery,0.0,,50.0,0.37999999999999995,,293.0,0.0,,298.0,700000.0,100000.0,600000.0,,0,,,380.0,4.26936026936031,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
553,MMM,Pebax-1657/Si-CHA 5%,none,zeolite/PEBAX,5.0,,54.485,0.38,,293.0,0.0,,298.0,700000.0,100000.0,600000.0,,0,,,380.0,6.26262626262629,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
554,MMM,Pebax-1657/Si-CHA 10%,none,zeolite/PEBAX,10.0,,35.93,0.38,,293.0,0.0,,298.0,700000.0,100000.0,600000.0,,0,,,380.0,6.2446689113356,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
555,MMM,Pebax-1657/Si-CHA 15%,none,zeolite/PEBAX,15.0,,45.485,0.38,,293.0,0.0,,298.0,700000.0,100000.0,600000.0,,0,,,380.0,10.0157126823793,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
578,polymer,Matrimid5218,none,glassy,0.0,,44.166666666666664,0.6499999999999999,,47.0,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,380.0,0.199301,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
579,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,25.483333333333334,0.6499999999999999,,47.0,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,380.0,0.317073,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
580,MMM,Matrimid5218/MOF,none,MOF/glassy,20.0,,25.483333333333334,0.6499999999999999,,47.0,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,380.0,0.398165,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
581,MMM,Matrimid5218/MOF,none,MOF/glassy,30.0,,25.483333333333334,0.6499999999999999,,47.0,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,380.0,0.451994,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
586,polymer,Matrimid5218,none,glassy,0.0,,44.166666666666664,0.6499999999999999,,47.0,0.0,,308.0,1000000.0,0.0,1000000.0,1000.0,340,,,380.0,0.227748728,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
587,polymer,Matrimid5218,none,glassy,0.0,,44.166666666666664,0.6499999999999999,,47.0,0.0,,318.0,1000000.0,0.0,1000000.0,1000.0,340,,,380.0,0.306622951,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
588,polymer,Matrimid5218,none,glassy,0.0,,44.166666666666664,0.6499999999999999,,47.0,0.0,,328.0,1000000.0,0.0,1000000.0,1000.0,340,,,380.0,0.374130248,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
589,polymer,Matrimid5218,none,glassy,0.0,,44.166666666666664,0.6499999999999999,,47.0,0.0,,338.0,1000000.0,0.0,1000000.0,1000.0,340,,,380.0,0.453387111,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
594,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,25.483333333333334,0.6499999999999999,,47.0,0.0,,308.0,1000000.0,0.0,1000000.0,1000.0,340,,,380.0,0.344486117,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
595,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,25.483333333333334,0.6499999999999999,,47.0,0.0,,318.0,1000000.0,0.0,1000000.0,1000.0,340,,,380.0,0.416816913,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
596,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,25.483333333333334,0.6499999999999999,,68.0,0.0,,328.0,1000000.0,0.0,1000000.0,1000.0,340,,,380.0,0.519082513,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
597,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,17.569166666666668,0.6499999999999999,,68.0,0.0,,338.0,1000000.0,0.0,1000000.0,1000.0,340,,,380.0,0.596556661,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
